Ялта,2016-01-01,2:00,-8,-10,ясно; без осадков,768,68,северо-западный,2
Керчь,2016-04-29,03:00,11,13,облачно; без осадков,764,79,западный,3
Красноперекопск,2016-04-29,03:00,8,10,ясно; без осадков,764,89,юго-западный,2
Щелкино,2016-04-29,03:00,12,14,малооблачно; без осадков,761,77,западный,5
Симферополь,2016-04-29,03:00,5,7,ясно; без осадков,743,78,юго-восточный,1
Судак,2016-04-29,03:00,9,11,ясно; без осадков,762,77,северо-западный,1
Феодосия,2016-04-29,03:00,9,11,ясно; без осадков,764,72,западный,3
Армянск,2016-04-29,03:00,10,12,ясно; без осадков,764,85,юго-западный,3
Черноморское,2016-04-29,03:00,7,9,ясно; без осадков,764,95,юго-восточный,2
Севастополь,2016-04-29,03:00,10,12,ясно; без осадков,764,69,восточный,1
Ялта,2016-04-27,03:00,12,14,пасмурно; дождь,752,92,юго-западный,2
Алушта,2016-04-27,03:00,12,14,пасмурно; дождь,750,91,юго-западный,1
Бахчисарай,2016-04-27,03:00,9,11,пасмурно; дождь,734,94,юго-западный,4
Джанкой,2016-04-27,03:00,12,14,пасмурно; дождь,752,91,западный,1
Евпатория,2016-04-27,03:00,11,13,пасмурно; дождь,752,93,западный,4
Саки,2016-04-27,03:00,11,13,пасмурно; дождь,752,93,западный,4
Керчь,2016-04-27,03:00,14,16,малооблачно; без осадков,752,82,юго-восточный,6
Красноперекопск,2016-04-27,03:00,13,15,пасмурно; дождь,752,87,северный,3
Щелкино,2016-04-27,03:00,13,15,облачно; дождь,749,87,юго-восточный,4
Симферополь,2016-04-27,03:00,9,11,пасмурно; дождь,731,96,юго-западный,3
Судак,2016-04-27,03:00,11,13,пасмурно; дождь,749,92,юго-западный,3
Феодосия,2016-04-27,03:00,11,13,пасмурно; дождь,752,90,юго-западный,2
Армянск,2016-04-27,03:00,12,14,пасмурно; без осадков,752,83,северный,4
Черноморское,2016-04-27,03:00,10,12,пасмурно; дождь,752,91,северо-западный,4
Севастополь,2016-04-27,03:00,11,13,пасмурно; дождь,753,89,юго-западный,3
Ялта,2016-05-03,03:00,12,14,малооблачно; без осадков,760,67,северный,5
Алушта,2016-05-03,03:00,12,14,малооблачно; без осадков,758,67,северо-восточный,3
Бахчисарай,2016-05-03,03:00,10,12,облачно; без осадков,740,60,северо-восточный,3
Джанкой,2016-05-03,03:00,11,13,ясно; без осадков,761,71,северо-восточный,4
Евпатория,2016-05-03,03:00,11,13,пасмурно; без осадков,760,70,северо-восточный,7
Саки,2016-05-03,03:00,11,13,облачно; без осадков,759,60,северо-восточный,6
Керчь,2016-05-03,03:00,12,14,ясно; без осадков,761,68,северо-восточный,5
Красноперекопск,2016-05-03,03:00,12,14,ясно; без осадков,761,69,северо-восточный,4
Щелкино,2016-05-03,03:00,12,14,ясно; без осадков,758,69,северо-восточный,5
Симферополь,2016-05-03,03:00,11,13,малооблачно; без осадков,738,55,северо-восточный,5
Судак,2016-05-03,03:00,12,14,ясно; без осадков,758,63,северо-восточный,5
Феодосия,2016-05-03,03:00,12,14,ясно; без осадков,761,64,северо-восточный,4
Армянск,2016-05-03,03:00,13,15,ясно; без осадков,761,67,северо-восточный,5
Черноморское,2016-05-03,03:00,11,13,пасмурно; без осадков,759,60,северо-восточный,6
Севастополь,2016-05-03,03:00,11,13,облачно; без осадков,758,66,северный,4
Ялта,2016-05-04,03:00,13,15,пасмурно; дождь,752,74,северный,4
Алушта,2016-05-04,03:00,13,15,пасмурно; дождь,750,72,северный,3
Бахчисарай,2016-05-04,03:00,9,11,пасмурно; дождь,734,84,северный,1
Джанкой,2016-05-04,03:00,12,14,облачно; без осадков,753,67,северо-восточный,6
Евпатория,2016-05-04,03:00,13,15,облачно; без осадков,753,72,северо-восточный,6
Саки,2016-05-04,03:00,12,14,облачно; без осадков,752,72,северо-восточный,5
Керчь,2016-05-04,03:00,12,14,малооблачно; без осадков,752,69,северо-восточный,10
Красноперекопск,2016-05-04,03:00,13,15,облачно; без осадков,754,66,северо-восточный,6
Щелкино,2016-05-04,03:00,12,14,облачно; без осадков,750,72,северо-восточный,10
Симферополь,2016-05-04,03:00,10,12,пасмурно; дождь,731,79,северо-восточный,3
Судак,2016-05-04,03:00,13,15,пасмурно; без осадков,750,67,северный,6
Феодосия,2016-05-04,03:00,13,15,облачно; без осадков,752,66,северо-восточный,4
Армянск,2016-05-04,03:00,13,15,облачно; без осадков,753,66,северо-восточный,7
Черноморское,2016-05-04,03:00,12,14,облачно; без осадков,752,65,северо-восточный,6
Севастополь,2016-05-04,03:00,12,14,пасмурно; дождь,752,82,северо-западный,3
Ялта,2016-05-10,03:00,15,17,малооблачно; без осадков,764,61,северный,1
Алушта,2016-05-10,03:00,14,16,ясно; без осадков,761,68,северо-западный,1
Бахчисарай,2016-05-10,03:00,7,9,ясно; без осадков,746,91,восточный,1
Джанкой,2016-05-10,03:00,9,11,ясно; без осадков,764,93,юго-западный,1
Евпатория,2016-05-10,03:00,12,14,ясно; без осадков,764,89,юго-восточный,2
Саки,2016-05-10,03:00,10,12,ясно; без осадков,764,90,юго-восточный,1
Керчь,2016-05-10,03:00,15,17,ясно; без осадков,764,92,северный,2
Красноперекопск,2016-05-10,03:00,13,15,ясно; без осадков,764,85,северо-восточный,1
Щелкино,2016-05-10,03:00,14,16,ясно; без осадков,761,90,северный,2
Симферополь,2016-05-10,03:00,8,10,ясно; без осадков,743,81,восточный,1
Судак,2016-05-10,03:00,12,14,ясно; без осадков,761,80,северо-западный,3
Феодосия,2016-05-10,03:00,13,15,ясно; без осадков,764,87,северо-западный,3
Армянск,2016-05-10,03:00,15,17,ясно; без осадков,764,82,северо-восточный,1
Черноморское,2016-05-10,03:00,12,14,облачно; без осадков,764,82,северный,2
Севастополь,2016-05-10,03:00,11,13,ясно; без осадков,764,83,северо-восточный,2
Ялта,2016-05-09,03:00,13,15,ясно; без осадков,766,77,северный,1
Алушта,2016-05-09,03:00,13,15,ясно; без осадков,764,73,северо-западный,1
Бахчисарай,2016-05-09,03:00,6,8,ясно; без осадков,747,93,восточный,1
Джанкой,2016-05-09,03:00,9,11,ясно; без осадков,766,92,западный,2
Евпатория,2016-05-09,03:00,11,13,ясно; без осадков,766,87,северный,2
Саки,2016-05-09,03:00,9,11,ясно; без осадков,765,94,северо-восточный,2
Керчь,2016-05-09,03:00,12,14,ясно; без осадков,766,87,западный,2
Красноперекопск,2016-05-09,03:00,11,13,ясно; без осадков,766,89,северо-западный,2
Щелкино,2016-05-09,03:00,14,16,ясно; без осадков,763,75,юго-западный,2
Симферополь,2016-05-09,03:00,7,9,ясно; без осадков,744,85,восточный,1
Судак,2016-05-09,03:00,12,14,ясно; без осадков,764,69,северо-западный,1
Феодосия,2016-05-09,03:00,11,13,ясно; без осадков,766,78,северо-западный,2
Армянск,2016-05-09,03:00,11,13,ясно; без осадков,765,85,северный,2
Черноморское,2016-05-09,03:00,10,12,ясно; без осадков,765,90,северный,2
Севастополь,2016-05-09,03:00,11,13,ясно; без осадков,766,85,северо-восточный,2
Ялта,2016-05-08,03:00,11,13,ясно; без осадков,762,78,северо-западный,1
Алушта,2016-05-08,03:00,11,13,ясно; без осадков,760,86,северо-западный,1
Бахчисарай,2016-05-08,03:00,5,7,ясно; без осадков,744,97,восточный,1
Джанкой,2016-05-08,03:00,8,10,ясно; без осадков,761,92,юго-западный,2
