Ялта,2014-01-01,1:00,3,5,пасмурно; без осадков,769,85,северо-восточный,5
Евпатория,2014-07-06,04:00,21,23,ясно; без осадков,758,61,северный,5
Саки,2014-07-06,04:00,18,20,ясно; без осадков,758,58,северный,2
Керчь,2014-07-06,04:00,20,22,облачно; без осадков,758,89,северный,3
Красноперекопск,2014-07-06,04:00,19,21,ясно; без осадков,758,57,северный,3
Щелкино,2014-07-06,04:00,21,23,малооблачно; без осадков,755,81,северный,5
Симферополь,2014-07-06,04:00,15,17,ясно; без осадков,737,77,восточный,2
Судак,2014-07-06,04:00,21,23,ясно; без осадков,755,77,северный,4
Феодосия,2014-07-06,04:00,20,22,малооблачно; без осадков,758,82,северо-западный,4
Армянск,2014-07-06,04:00,20,22,ясно; без осадков,758,61,северный,5
Черноморское,2014-07-06,04:00,20,22,ясно; без осадков,758,71,северный,3
Севастополь,2014-07-06,04:00,18,20,ясно; без осадков,758,68,северо-восточный,2
Ялта,2014-07-08,04:00,23,25,ясно; без осадков,758,75,северо-западный,4
Алушта,2014-07-08,04:00,21,23,ясно; без осадков,756,79,северо-западный,3
Бахчисарай,2014-07-08,04:00,17,19,ясно; без осадков,741,83,северо-восточный,2
Джанкой,2014-07-08,04:00,19,21,ясно; без осадков,758,74,северо-западный,3
Евпатория,2014-07-08,04:00,21,23,ясно; без осадков,758,72,северный,4
Саки,2014-07-08,04:00,19,21,ясно; без осадков,758,70,северный,2
Керчь,2014-07-08,04:00,21,23,ясно; без осадков,758,83,северо-западный,4
Красноперекопск,2014-07-08,04:00,19,21,ясно; без осадков,758,73,северо-западный,3
Щелкино,2014-07-08,04:00,21,23,малооблачно; без осадков,755,78,северо-западный,4
Симферополь,2014-07-08,04:00,17,19,ясно; без осадков,737,78,северный,2
Судак,2014-07-08,04:00,21,23,ясно; без осадков,755,72,северо-западный,3
Феодосия,2014-07-08,04:00,21,23,ясно; без осадков,758,74,северо-западный,4
Армянск,2014-07-08,04:00,19,21,ясно; без осадков,758,75,северо-западный,4
Черноморское,2014-07-08,04:00,20,22,ясно; без осадков,758,76,северный,3
Севастополь,2014-07-08,04:00,20,22,ясно; без осадков,758,74,северный,3
Ялта,2014-07-07,04:00,23,25,ясно; без осадков,758,73,северо-западный,4
Алушта,2014-07-07,04:00,21,23,ясно; без осадков,757,78,северо-западный,3
Бахчисарай,2014-07-07,04:00,18,20,ясно; без осадков,742,71,восточный,1
Джанкой,2014-07-07,04:00,19,21,ясно; без осадков,759,78,северо-западный,2
Евпатория,2014-07-07,04:00,21,23,ясно; без осадков,759,77,северный,3
Саки,2014-07-07,04:00,18,20,ясно; без осадков,758,73,северный,1
Керчь,2014-07-07,04:00,21,23,ясно; без осадков,758,83,северо-западный,3
Красноперекопск,2014-07-07,04:00,19,21,ясно; без осадков,759,72,северный,2
Щелкино,2014-07-07,04:00,21,23,ясно; без осадков,755,79,северо-западный,5
Симферополь,2014-07-07,04:00,19,21,ясно; без осадков,738,69,западный,1
Судак,2014-07-07,04:00,21,23,ясно; без осадков,756,76,северо-западный,2
Феодосия,2014-07-07,04:00,21,23,ясно; без осадков,758,71,западный,4
Армянск,2014-07-07,04:00,20,22,ясно; без осадков,759,71,северный,3
Черноморское,2014-07-07,04:00,19,21,ясно; без осадков,758,82,северный,2
Севастополь,2014-07-07,04:00,19,21,ясно; без осадков,759,78,северо-восточный,2
Ялта,2014-07-11,04:00,22,24,ясно; без осадков,754,66,северо-восточный,2
Алушта,2014-07-11,04:00,22,24,ясно; без осадков,752,61,северо-восточный,1
Бахчисарай,2014-07-11,04:00,16,18,ясно; без осадков,737,85,восточный,1
Джанкой,2014-07-11,04:00,18,20,ясно; без осадков,754,93,восточный,2
Евпатория,2014-07-11,04:00,20,22,ясно; без осадков,754,95,юго-восточный,1
Саки,2014-07-11,04:00,18,20,ясно; без осадков,753,90,восточный,1
Керчь,2014-07-11,04:00,19,21,ясно; без осадков,755,86,восточный,3
Красноперекопск,2014-07-11,04:00,18,20,ясно; без осадков,754,83,восточный,2
Щелкино,2014-07-11,04:00,20,22,ясно; без осадков,752,84,юго-восточный,3
Симферополь,2014-07-11,04:00,16,18,ясно; без осадков,734,75,восточный,1
Судак,2014-07-11,04:00,22,24,ясно; без осадков,752,58,западный,1
Феодосия,2014-07-11,04:00,20,22,ясно; без осадков,755,90,юго-восточный,2
Армянск,2014-07-11,04:00,19,21,ясно; без осадков,753,83,восточный,2
Черноморское,2014-07-11,04:00,18,20,ясно; без осадков,753,91,юго-восточный,2
Севастополь,2014-07-11,04:00,18,20,ясно; без осадков,754,85,восточный,2
Ялта,2014-07-12,04:00,24,26,ясно; без осадков,753,66,северный,5
Алушта,2014-07-12,04:00,23,25,ясно; без осадков,751,65,северный,3
Бахчисарай,2014-07-12,04:00,19,21,малооблачно; без осадков,735,65,восточный,2
Джанкой,2014-07-12,04:00,20,22,ясно; без осадков,753,82,восточный,3
Евпатория,2014-07-12,04:00,22,24,ясно; без осадков,753,81,северо-западный,1
Саки,2014-07-12,04:00,19,21,ясно; без осадков,752,75,юго-восточный,1
Керчь,2014-07-12,04:00,21,23,ясно; без осадков,754,85,северо-восточный,2
Красноперекопск,2014-07-12,04:00,20,22,ясно; без осадков,753,74,восточный,2
Щелкино,2014-07-12,04:00,21,23,ясно; без осадков,751,77,восточный,2
Симферополь,2014-07-12,04:00,21,23,малооблачно; без осадков,732,52,юго-восточный,3
Судак,2014-07-12,04:00,20,22,ясно; без осадков,752,81,юго-западный,2
Феодосия,2014-07-12,04:00,21,23,ясно; без осадков,754,89,южный,2
Армянск,2014-07-12,04:00,20,22,ясно; без осадков,752,80,восточный,3
Черноморское,2014-07-12,04:00,21,23,малооблачно; без осадков,752,86,юго-западный,1
Севастополь,2014-07-12,04:00,21,23,малооблачно; без осадков,752,73,северо-восточный,2
Ялта,2014-07-10,04:00,22,24,ясно; без осадков,755,85,западный,2
Алушта,2014-07-10,04:00,22,24,ясно; без осадков,754,82,западный,2
Бахчисарай,2014-07-10,04:00,15,17,ясно; без осадков,738,90,восточный,1
Джанкой,2014-07-10,04:00,18,20,ясно; без осадков,755,77,северный,3
Евпатория,2014-07-10,04:00,21,23,ясно; без осадков,756,69,северо-восточный,2
Саки,2014-07-10,04:00,17,19,ясно; без осадков,755,70,северо-восточный,2
Керчь,2014-07-10,04:00,19,21,ясно; без осадков,755,81,юго-западный,2
Красноперекопск,2014-07-10,04:00,20,22,ясно; без осадков,755,67,северо-восточный,1
Щелкино,2014-07-10,04:00,20,22,ясно; без осадков,753,81,юго-западный,3
Симферополь,2014-07-10,04:00,15,17,ясно; без осадков,735,89,восточный,1
Судак,2014-07-10,04:00,19,21,ясно; без осадков,754,84,западный,2
Феодосия,2014-07-10,04:00,20,22,ясно; без осадков,755,83,западный,3
Армянск,2014-07-10,04:00,19,21,ясно; без осадков,755,68,северо-восточный,2
Черноморское,2014-07-10,04:00,19,21,ясно; без осадков,755,86,северный,2
Севастополь,2014-07-10,04:00,19,21,ясно; без осадков,755,86,юго-восточный,2
