Ялта,2013-01-01,1:00,5,7,ясно; без осадков,761,83,северо-восточный,1
Ялта,2013-10-16,03:00,12,14,малооблачно; без осадков,761,86,юго-восточный,3
Алушта,2013-10-16,03:00,11,13,малооблачно; без осадков,756,88,юго-восточный,3
Бахчисарай,2013-10-16,03:00,9,11,малооблачно; без осадков,743,89,юго-восточный,3
Джанкой,2013-10-16,03:00,8,10,облачно; без осадков,761,92,юго-восточный,2
Евпатория,2013-10-16,03:00,13,15,облачно; без осадков,760,87,юго-восточный,6
Саки,2013-10-16,03:00,12,14,облачно; без осадков,761,89,юго-восточный,4
Керчь,2013-10-16,03:00,10,12,ясно; без осадков,759,83,юго-восточный,3
Красноперекопск,2013-10-16,03:00,10,12,пасмурно; дождь,761,92,южный,1
Щелкино,2013-10-16,03:00,10,12,малооблачно; без осадков,759,85,юго-восточный,4
Симферополь,2013-10-16,03:00,7,9,малооблачно; без осадков,740,93,юго-восточный,2
Судак,2013-10-16,03:00,10,12,малооблачно; без осадков,759,91,южный,3
Феодосия,2013-10-16,03:00,11,13,малооблачно; без осадков,761,89,южный,3
Армянск,2013-10-16,03:00,9,11,пасмурно; дождь,761,92,южный,2
Черноморское,2013-10-16,03:00,11,13,пасмурно; без осадков,761,88,юго-восточный,7
Севастополь,2013-10-16,03:00,13,15,малооблачно; без осадков,762,86,юго-восточный,5
Ялта,2013-10-17,03:00,15,17,пасмурно; без осадков,754,87,северо-восточный,5
Алушта,2013-10-17,03:00,13,15,пасмурно; без осадков,749,87,северо-восточный,3
Бахчисарай,2013-10-17,03:00,12,14,пасмурно; без осадков,735,84,северо-восточный,4
Джанкой,2013-10-17,03:00,11,13,пасмурно; без осадков,755,92,восточный,2
Евпатория,2013-10-17,03:00,13,15,пасмурно; дождь,752,87,северо-восточный,3
Саки,2013-10-17,03:00,13,15,пасмурно; без осадков,753,85,северо-восточный,3
Керчь,2013-10-17,03:00,12,14,пасмурно; без осадков,752,93,восточный,4
Красноперекопск,2013-10-17,03:00,12,14,пасмурно; без осадков,755,94,восточный,2
Щелкино,2013-10-17,03:00,11,13,пасмурно; без осадков,752,95,восточный,3
Симферополь,2013-10-17,03:00,11,13,пасмурно; без осадков,733,83,северо-восточный,2
Судак,2013-10-17,03:00,13,15,пасмурно; без осадков,752,91,восточный,1
Феодосия,2013-10-17,03:00,13,15,пасмурно; без осадков,755,93,восточный,2
Армянск,2013-10-17,03:00,10,12,пасмурно; без осадков,755,95,восточный,3
Черноморское,2013-10-17,03:00,13,15,пасмурно; дождь,754,92,северо-восточный,4
Севастополь,2013-10-17,03:00,14,16,пасмурно; без осадков,754,87,северо-восточный,5
Ялта,2013-10-18,03:00,15,17,пасмурно; без осадков,751,91,северо-восточный,3
Алушта,2013-10-18,03:00,14,16,пасмурно; без осадков,746,91,северо-восточный,2
Бахчисарай,2013-10-18,03:00,14,16,пасмурно; без осадков,732,93,северо-восточный,2
Джанкой,2013-10-18,03:00,14,16,пасмурно; без осадков,751,93,северо-восточный,3
Евпатория,2013-10-18,03:00,15,17,пасмурно; без осадков,749,94,северо-восточный,3
Саки,2013-10-18,03:00,15,17,пасмурно; без осадков,750,94,северо-восточный,2
Керчь,2013-10-18,03:00,15,17,пасмурно; без осадков,748,86,северо-восточный,7
Красноперекопск,2013-10-18,03:00,13,15,пасмурно; без осадков,752,95,северо-восточный,3
Щелкино,2013-10-18,03:00,15,17,пасмурно; без осадков,749,89,северо-восточный,6
Симферополь,2013-10-18,03:00,14,16,пасмурно; без осадков,730,93,северо-восточный,1
Судак,2013-10-18,03:00,16,18,облачно; без осадков,749,90,северный,2
Феодосия,2013-10-18,03:00,16,18,облачно; без осадков,751,89,северный,3
Армянск,2013-10-18,03:00,12,14,пасмурно; без осадков,752,95,северо-восточный,4
Черноморское,2013-10-18,03:00,14,16,пасмурно; без осадков,752,94,северный,5
Севастополь,2013-10-18,03:00,16,18,пасмурно; без осадков,751,93,северо-восточный,3
Ялта,2013-10-22,03:00,14,16,ясно; без осадков,765,80,юго-западный,3
Ялта,2013-10-22,09:00,15,17,ясно; без осадков,765,79,юго-западный,4
Алушта,2013-10-22,03:00,10,12,ясно; без осадков,761,83,южный,3
Алушта,2013-10-22,09:00,12,14,ясно; без осадков,761,80,юго-западный,3
Бахчисарай,2013-10-22,03:00,8,10,ясно; без осадков,747,79,южный,4
Бахчисарай,2013-10-22,09:00,10,12,ясно; без осадков,747,78,юго-западный,3
Джанкой,2013-10-22,03:00,9,11,малооблачно; без осадков,765,87,юго-западный,4
Джанкой,2013-10-22,09:00,11,13,ясно; без осадков,764,86,юго-западный,4
Евпатория,2013-10-22,03:00,12,14,малооблачно; без осадков,764,82,южный,5
Евпатория,2013-10-22,09:00,13,15,ясно; без осадков,764,85,юго-западный,3
Саки,2013-10-22,03:00,11,13,ясно; без осадков,764,81,южный,4
Саки,2013-10-22,09:00,13,15,ясно; без осадков,764,82,юго-западный,3
Керчь,2013-10-22,03:00,10,12,ясно; без осадков,763,80,юго-западный,7
Керчь,2013-10-22,09:00,10,12,малооблачно; без осадков,762,82,юго-западный,6
Красноперекопск,2013-10-22,03:00,11,13,малооблачно; без осадков,764,89,юго-западный,4
Красноперекопск,2013-10-22,09:00,12,14,ясно; без осадков,764,90,юго-западный,4
Щелкино,2013-10-22,03:00,9,11,малооблачно; без осадков,764,83,юго-западный,6
Щелкино,2013-10-22,09:00,10,12,малооблачно; без осадков,763,84,юго-западный,5
Симферополь,2013-10-22,03:00,7,9,ясно; без осадков,744,79,южный,3
Симферополь,2013-10-22,09:00,10,12,малооблачно; без осадков,744,76,южный,3
Судак,2013-10-22,03:00,9,11,ясно; без осадков,764,92,южный,2
Судак,2013-10-22,09:00,12,14,малооблачно; без осадков,763,84,юго-западный,2
Феодосия,2013-10-22,03:00,10,12,ясно; без осадков,766,90,южный,3
Феодосия,2013-10-22,09:00,13,15,малооблачно; без осадков,765,84,юго-западный,2
Армянск,2013-10-22,03:00,10,12,малооблачно; без осадков,764,90,юго-западный,4
Армянск,2013-10-22,09:00,11,13,ясно; без осадков,764,91,юго-западный,4
Черноморское,2013-10-22,03:00,11,13,малооблачно; без осадков,764,87,южный,6
Черноморское,2013-10-22,09:00,11,13,ясно; без осадков,764,92,юго-западный,3
Севастополь,2013-10-22,03:00,11,13,ясно; без осадков,767,81,южный,4
Севастополь,2013-10-22,09:00,12,14,ясно; без осадков,767,83,юго-западный,3
Ялта,2013-10-24,03:00,9,11,малооблачно; без осадков,771,82,северо-восточный,6
Алушта,2013-10-24,03:00,7,9,малооблачно; без осадков,767,85,северо-восточный,5
