Ялта,2015-01-06,2:00,1,3,ясно; без осадков,757,75,северо-западный,5
Джанкой,2015-09-12,03:00,19,21,ясно; без осадков,764,74,северо-восточный,5
Джанкой,2015-09-12,03:00,19,21,ясно; без осадков,764,74,северо-восточный,5
Евпатория,2015-09-12,03:00,20,22,ясно; без осадков,763,73,северо-восточный,8
Евпатория,2015-09-12,03:00,20,22,ясно; без осадков,763,73,северо-восточный,8
Евпатория,2015-09-12,03:00,20,22,ясно; без осадков,763,73,северо-восточный,8
Евпатория,2015-09-12,03:00,20,22,ясно; без осадков,763,73,северо-восточный,8
Евпатория,2015-09-12,03:00,20,22,ясно; без осадков,763,73,северо-восточный,8
Саки,2015-09-12,03:00,18,20,ясно; без осадков,762,70,северо-восточный,6
Саки,2015-09-12,03:00,18,20,ясно; без осадков,762,70,северо-восточный,6
Саки,2015-09-12,03:00,18,20,ясно; без осадков,762,70,северо-восточный,6
Саки,2015-09-12,03:00,18,20,ясно; без осадков,762,70,северо-восточный,6
Саки,2015-09-12,03:00,18,20,ясно; без осадков,762,70,северо-восточный,6
Керчь,2015-09-12,03:00,19,21,ясно; без осадков,764,75,северо-восточный,8
Керчь,2015-09-12,03:00,19,21,ясно; без осадков,764,75,северо-восточный,8
Керчь,2015-09-12,03:00,19,21,ясно; без осадков,764,75,северо-восточный,8
Керчь,2015-09-12,03:00,19,21,ясно; без осадков,764,75,северо-восточный,8
Керчь,2015-09-12,03:00,19,21,ясно; без осадков,764,75,северо-восточный,8
Красноперекопск,2015-09-12,03:00,19,21,ясно; без осадков,764,64,северо-восточный,6
Красноперекопск,2015-09-12,03:00,19,21,ясно; без осадков,764,64,северо-восточный,6
Красноперекопск,2015-09-12,03:00,19,21,ясно; без осадков,764,64,северо-восточный,6
Красноперекопск,2015-09-12,03:00,19,21,ясно; без осадков,764,64,северо-восточный,6
Красноперекопск,2015-09-12,03:00,19,21,ясно; без осадков,764,64,северо-восточный,6
Щелкино,2015-09-12,03:00,19,21,ясно; без осадков,761,76,северо-восточный,8
Щелкино,2015-09-12,03:00,19,21,ясно; без осадков,761,76,северо-восточный,8
Щелкино,2015-09-12,03:00,19,21,ясно; без осадков,761,76,северо-восточный,8
Щелкино,2015-09-12,03:00,19,21,ясно; без осадков,761,76,северо-восточный,8
Щелкино,2015-09-12,03:00,19,21,ясно; без осадков,761,76,северо-восточный,8
Симферополь,2015-09-12,03:00,17,19,ясно; без осадков,742,71,северо-восточный,4
Симферополь,2015-09-12,03:00,17,19,ясно; без осадков,742,71,северо-восточный,4
Симферополь,2015-09-12,03:00,17,19,ясно; без осадков,742,71,северо-восточный,4
Симферополь,2015-09-12,03:00,17,19,ясно; без осадков,742,71,северо-восточный,4
Симферополь,2015-09-12,03:00,17,19,ясно; без осадков,742,71,северо-восточный,4
Судак,2015-09-12,03:00,20,22,ясно; без осадков,761,73,северо-восточный,6
Судак,2015-09-12,03:00,20,22,ясно; без осадков,761,73,северо-восточный,6
Судак,2015-09-12,03:00,20,22,ясно; без осадков,761,73,северо-восточный,6
Судак,2015-09-12,03:00,20,22,ясно; без осадков,761,73,северо-восточный,6
Судак,2015-09-12,03:00,20,22,ясно; без осадков,761,73,северо-восточный,6
Феодосия,2015-09-12,03:00,20,22,ясно; без осадков,764,70,северо-восточный,6
Феодосия,2015-09-12,03:00,20,22,ясно; без осадков,764,70,северо-восточный,6
Феодосия,2015-09-12,03:00,20,22,ясно; без осадков,764,70,северо-восточный,6
Феодосия,2015-09-12,03:00,20,22,ясно; без осадков,764,70,северо-восточный,6
Феодосия,2015-09-12,03:00,20,22,ясно; без осадков,764,70,северо-восточный,6
Армянск,2015-09-12,03:00,20,22,ясно; без осадков,764,60,северо-восточный,7
Армянск,2015-09-12,03:00,20,22,ясно; без осадков,764,60,северо-восточный,7
Армянск,2015-09-12,03:00,20,22,ясно; без осадков,764,60,северо-восточный,7
Армянск,2015-09-12,03:00,20,22,ясно; без осадков,764,60,северо-восточный,7
Армянск,2015-09-12,03:00,20,22,ясно; без осадков,764,60,северо-восточный,7
Черноморское,2015-09-12,03:00,19,21,ясно; без осадков,763,67,северо-восточный,6
Черноморское,2015-09-12,03:00,19,21,ясно; без осадков,763,67,северо-восточный,6
Черноморское,2015-09-12,03:00,19,21,ясно; без осадков,763,67,северо-восточный,6
Черноморское,2015-09-12,03:00,19,21,ясно; без осадков,763,67,северо-восточный,6
Черноморское,2015-09-12,03:00,19,21,ясно; без осадков,763,67,северо-восточный,6
Севастополь,2015-09-12,03:00,19,21,ясно; без осадков,762,73,северо-восточный,3
Севастополь,2015-09-12,03:00,19,21,ясно; без осадков,762,73,северо-восточный,3
Севастополь,2015-09-12,03:00,19,21,ясно; без осадков,762,73,северо-восточный,3
Севастополь,2015-09-12,03:00,19,21,ясно; без осадков,762,73,северо-восточный,3
Севастополь,2015-09-12,03:00,19,21,ясно; без осадков,762,73,северо-восточный,3
Ялта,2015-09-16,03:00,17,19,пасмурно; дождь,764,98,северо-восточный,1
Алушта,2015-09-16,03:00,16,18,облачно; без осадков,761,85,северо-западный,1
Бахчисарай,2015-09-16,03:00,11,13,ясно; без осадков,746,83,северо-восточный,1
Джанкой,2015-09-16,03:00,13,15,ясно; без осадков,764,85,северо-западный,2
Евпатория,2015-09-16,03:00,17,19,ясно; без осадков,764,74,северный,4
Саки,2015-09-16,03:00,13,15,ясно; без осадков,764,80,северный,2
Керчь,2015-09-16,03:00,19,21,малооблачно; без осадков,763,68,северный,2
Красноперекопск,2015-09-16,03:00,14,16,ясно; без осадков,764,84,северный,2
Щелкино,2015-09-16,03:00,18,20,пасмурно; без осадков,761,66,северный,2
Симферополь,2015-09-16,03:00,12,14,ясно; без осадков,743,74,северо-восточный,2
Судак,2015-09-16,03:00,16,18,ясно; без осадков,761,70,северо-западный,3
Феодосия,2015-09-16,03:00,16,18,ясно; без осадков,764,68,западный,4
Армянск,2015-09-16,03:00,15,17,ясно; без осадков,764,76,северный,3
Черноморское,2015-09-16,03:00,16,18,ясно; без осадков,764,76,северо-восточный,3
Севастополь,2015-09-16,03:00,15,17,ясно; без осадков,764,72,северо-восточный,3
Ялта,2015-09-15,03:00,18,20,пасмурно; без осадков,764,95,западный,1
Алушта,2015-09-15,03:00,17,19,пасмурно; без осадков,761,86,северо-западный,1
Бахчисарай,2015-09-15,03:00,14,16,малооблачно; без осадков,746,81,северный,1
Джанкой,2015-09-15,03:00,13,15,ясно; без осадков,764,84,северо-западный,2
Евпатория,2015-09-15,03:00,16,18,ясно; без осадков,764,73,северный,5
Саки,2015-09-15,03:00,14,16,ясно; без осадков,764,75,северный,3
Керчь,2015-09-15,03:00,17,19,облачно; без осадков,764,82,северо-западный,5
Красноперекопск,2015-09-15,03:00,13,15,ясно; без осадков,764,84,северный,2
